surname,first_name,Name,Recognized_CLIP via Disco,DD_study,Recognized_Stable V1,"SD V1
study",Tags,"Year of Death 
( if living)",User,sgl imgs,cards folder,batch #
Cold,Chris,Chris Cold,No,x,,,,,sureailabs,x,x,16
Colletta,Vince,Vince Colletta,No,x,,,,1991,proximasan,x,x,17
Coolidge,Cassius Marcellus,Cassius Marcellus Coolidge,No,x,No,x,"scene, dogs",1934,sureailabs,x,x,7
Copley,William,William Copley,No,x,,,-,1996,KyrickYoung,x,x,1
Cortes,Eduard,Eduard Cortes,No,x,,,,1969,proximasan,x,x,17
Costa,Giovanni (Nino),Giovanni (Nino) Costa,No,x,,,-,1903,sureailabs,x,x,5
Costa the Elder,Lorenzo,Lorenzo Costa the Elder,No,x,,,,1535,proximasan,x,x,17
Costa the Younger,Lorenzo,Lorenzo Costa the Younger,No,x,,,,1583,proximasan,x,x,17
Cotton,Brent,Brent Cotton,No,x,,,-,,sureailabs,x,x,10
Coville,Bruce,Bruce Coville,No,x,,,,,sureailabs,x,x,16
Craft,Kinuko Y.,Kinuko Y. Craft,No,x,,,,,sureailabs,x,x,16
Crawford,Ralston,Ralston Crawford,No,x,,,-,1978,sureailabs,x,x,9
Cronenberg,David,David Cronenberg,No,x,,,-,,sureailabs,x,x,5
Cross,Peter,Peter Cross,No,x,,,-,,sureailabs,x,x,3
Croy,Peter,Peter Croy,No,x,,,-,,sureailabs,x,x,3
Csontváry Kosztka,Tivadar,Tivadar Csontváry Kosztka,No,x,,,-,1919,sureailabs,x,x,3
Currie,Justin,Justin Currie,No,x,,,-,,sureailabs,x,x,7
da Silva,João Artur,João Artur da Silva,No,x,,,-,,sureailabs,x,x,2
Dąbrowski,Kazimierz,Kazimierz Dąbrowski,No,x,No,x,,1994,sureailabs,x,x,12
Dale,Jeremy,Jeremy Dale,No,x,,,,2014,sureailabs,x,x,13
Damast,Elba,Elba Damast,No,x,,,-,2005,sureailabs,x,x,2
Das,Sunil,Sunil Das,No,x,No,x,-,2015,proximasan,x,x,11
Davis,Alan,Alan Davis,No,x,Yes,x,comics,,sureailabs,x,x,11
Day,Anthony,Anthony Day,No,x,No,x,-,,sureailabs,x,x,12
de Critz,Emmanuel,Emmanuel de Critz,No,x,No,x,"baroque, portrait",1665,sureailabs,x,x,12
De Nomé,François,François De Nomé,No,x,,,-,1620,sureailabs,x,x,1
De Ro,Jonas,Jonas De Ro,No,x,,,-,,sureailabs,x,x,12
De Smet,Gustave,Gustave De Smet,No,x,,,-,1943,sureailabs,x,x,3
de Souza-Cardoso,Amadeo,Amadeo de Souza-Cardoso,No,x,,,-,1918,sureailabs,x,x,3
Death Burger,, Death Burger,No,x,,,-,,KyrickYoung,x,x,2
del Barco,Jesús Meneses,Jesús Meneses del Barco,No,x,,,-,2005,sureailabs,x,x,8
Del Rio,Eddie,Eddie Del Rio,No,x,,,,,sureailabs,x,x,14
Deschamps,Eric,Eric Deschamps,No,x,Yes,x,"fantasy, sci-fi, digital",,sureailabs,x,x,12
Desiderio,Monsù,Monsù Desiderio,No,x,,,-,1620,sureailabs,x,x,1
Deyneka,Aleksandr,Aleksandr Deyneka,No,x,Yes,x,"realism, expressionism",1969,sureailabs,x,x,12
Di Cavalcanti,Emiliano,Emiliano Di Cavalcanti,No,x,,,-,1976,sureailabs,x,x,3
Djukaric,Dusan,Dusan Djukaric,No,x,,,-,,EErratica,x,x,5
Dobuzhinsky,Mstislav,Mstislav Dobuzhinsky,No,x,,,-,1957,sureailabs,x,x,3
Dohanos,Stevan,Stevan Dohanos,No,x,,,-,1994,KyrickYoung,x,x,2
Domaradzki,Grzegorz,Grzegorz Domaradzki,No,x,,,-,,sureailabs,x,x,5
Domínguez,Óscar,Óscar Domínguez,No,x,,,-,1957,KyrickYoung,x,x,2
Donghi,Antonio,Antonio Donghi,No,x,,,-,1963,proximasan,x,x,12
Dongjun Lu,Russell,Russell Dongjun Lu,No,x,,,-,,sureailabs,x,x,7
Dos Santos,Dan,Dan Dos Santos,No,x,,,,,sureailabs,x,x,14
Dossena,Emilio Giuseppe,Emilio Giuseppe Dossena,No,x,,,-,1987,sureailabs,x,x,3
Dottori,Gerardo,Gerardo Dottori,No,x,,,-,1977,proximasan,x,x,1
Driggs,Elsie,Elsie Driggs,No,x,,,,1992,sureailabs,x,x,14
Dros,Alberto,Alberto Dros,No,x,Yes,x,"photography, landscape, nature",,sureailabs,x,x,12
du Puigaudeau,Ferdinand,Ferdinand du Puigaudeau,No,x,,,,1930,proximasan,x,x,17
Dulac,Germaine,Germaine Dulac,No,x,,,-,1942,KyrickYoung,x,x,1
Dulbecco,Gian Paolo,Gian Paolo Dulbecco,No,x,,,-,,KyrickYoung,x,x,1
Dupas,Jean,Jean Dupas,No,x,,,-,1964,proximasan,x,x,12
Durán,Victorina,Victorina Durán,No,x,,,-,1993,KyrickYoung,x,x,1
Dvořák,František,František Dvořák,No,x,,,-,1927,sureailabs,x,x,4
Eckhardt,Danielle,Danielle Eckhardt,No,x,,,-,,KyrickYoung,x,x,1
Eckhout,Albert,Albert Eckhout,No,x,,,-,1665,proximasan,x,x,12
Eibatova,Karine,Karine Eibatova,No,x,,,-,,KyrickYoung,x,x,1
Elder,Collin,Collin Elder,No,x,,,-,,sureailabs,x,x,4
Ellenshaw,Harrison,Harrison Ellenshaw,No,x,No,x,-,,sureailabs,x,x,12
Ellingham,Cody,Cody Ellingham,No,x,,,,,proximasan,x,x,17
Elliott,Harold,Harold Elliott,No,x,,,-,1968,KyrickYoung,x,x,2
Ellison,Charles,Charles Ellison,No,x,,,-,,sureailabs,x,x,7
Eloy,Mário,Mário Eloy,No,x,,,-,1951,sureailabs,x,x,3
Éluard,Nusch,Nusch Éluard,No,x,,,-,1946,KyrickYoung,x,x,1
Embleton,Ron,Ron Embleton,No,x,Yes,x,"comics, scene, detailed",1988,sureailabs,x,x,12
Embry,Norris,Norris Embry,No,x,,,-,1981,sureailabs,x,x,3
Engström,Leander,Leander Engström,No,x,,,-,1927,sureailabs,x,x,3
Ernst,Jimmy,Jimmy Ernst,No,x,No,x,"abstract, expressionism",1984,sureailabs,x,x,8
Evergood,Philip,Philip Evergood,No,x,,,-,1973,sureailabs,x,x,4
Fahrenkrog,Ludwig,Ludwig Fahrenkrog,No,x,,,,1952,sureailabs,x,x,13
Faithfull,Andrew Boog,Andrew Boog Faithfull,No,x,,,,,proximasan,x,x,12
Faithorne,William,William Faithorne,No,x,,,,1691,sureailabs,x,x,14
Falconet,Étienne Maurice,Étienne Maurice Falconet,No,x,,,,1791,sureailabs,x,x,14
Fautrier,Jean,Jean Fautrier,No,x,,,-,1964,sureailabs,x,x,7
Fedosav,Alexander,Alexander Fedosav,No,x,,,-,,sureailabs,x,x,9
Fegredo,Duncan,Duncan Fegredo,No,x,,,-,,proximasan,x,x,5
Fein,Sylvia,Sylvia Fein,No,x,,,-,,KyrickYoung,x,x,1
Felixmüller,Conrad,Conrad Felixmüller,No,x,,,-,1977,sureailabs,x,x,3
Fernández,Agustín,Agustín Fernández,No,x,,,-,2006,KyrickYoung,x,x,2
Fiebig,Frédéric,Frédéric Fiebig,No,x,,,-,1953,sureailabs,x,x,4
Filiger,Charles,Charles Filiger,No,x,,,,1928,sureailabs,x,x,13
Fitzpatrick,Art,Art Fitzpatrick,No,x,No,x,"cars, scene, ",2015,KyrickYoung,x,x,2
Fjell,Kai,Kai Fjell,No,x,,,-,1989,sureailabs,x,x,4
Flowers,Hannah,Hannah Flowers,No,x,No,x,-,,sureailabs,x,x,12
Flynn,Danny,Danny Flynn,No,x,,,-,,EErratica,x,x,2
Foujita,Tsuguharu,Tsuguharu Foujita,No,x,Yes,x,"expressionism, magic realism",1968,proximasan,x,x,10
Francés,Victoria,Victoria Francés,No,x,,,-,,KyrickYoung,x,x,2
Frenchy,, Frenchy,No,x,,,-,,sureailabs,x,x,12
Friese,Richard,Richard Friese,No,x,,,-,1918,sureailabs,x,x,5
Friesz,Othon,Othon Friesz,No,x,,,,1949,sureailabs,x,x,13
Fukuzawa,Ichiro,Ichiro Fukuzawa,No,x,,,-,1992,sureailabs,x,x,2
Fumito,Ueda,Ueda Fumito,No,x,,,-,,sureailabs,x,x,5
Gabbiani,Anton Domenico,Anton Domenico Gabbiani,No,x,Yes,x,"baroque, scene",1726,sureailabs,x,x,14
Gahō,Hashimoto,Hashimoto Gahō,No,x,,,-,1908,sureailabs,x,x,7
Gallen-Kallela,Akseli,Akseli Gallen-Kallela,No,x,,,,1931,sureailabs,x,x,14
Garnelo,José,José Garnelo,No,x,,,-,1944,sureailabs,x,x,5
Garney,Ron,Ron Garney,No,x,,,,,sureailabs,x,x,12
Gascar,Henri,Henri Gascar,No,x,,,-,1701,sureailabs,x,x,12
Gassler,Josef,Josef Gassler,No,x,,,-,1978,sureailabs,x,x,4
Gerstl,Richard,Richard Gerstl,No,x,,,-,1908,sureailabs,x,x,4
Gibran,Kahlil,Kahlil Gibran,No,x,,,-,1931,sureailabs,x,x,4
Gierymski,Aleksander,Aleksander Gierymski,No,x,,,-,1901,proximasan,x,x,10
Gimel,Georges,Georges Gimel,No,x,,,-,1962,sureailabs,x,x,4
Giménez,Juan,Juan Giménez,No,x,,,-,2020,sureailabs,x,x,1
Goeritz,Mathias,Mathias Goeritz,No,x,,,-,1990,sureailabs,x,x,4
Goldblatt,Lydia,Lydia Goldblatt,No,x,No,x,photography,,sureailabs,x,x,12
Gomez,Pablo Munoz,Pablo Munoz Gomez,No,x,,,-,,sureailabs,x,x,10
Gonzalez,Rodel,Rodel Gonzalez,No,x,,,-,,sureailabs,x,x,5
Gotlib,Henryk,Henryk Gotlib,No,x,,,-,1966,sureailabs,x,x,4
Goyo,Hashiguchi,Hashiguchi Goyo,No,x,,,-,1921,proximasan,x,x,12
Granz,Matt,Matt Granz,No,x,No,x,,,sureailabs,x,x,14
Greene,Balcomb,Balcomb Greene,No,x,No,x,,1990,sureailabs,x,x,14
Greene,Milton H.,Milton H. Greene,No,x,,,"photography,",1985,sureailabs,x,x,13
Grey,Allyson,Allyson Grey,No,x,,,-,,sureailabs,x,x,4
Griepenkerl,Christian,Christian Griepenkerl,No,x,,,-,1916,sureailabs,x,x,4
Griffin,Rick,Rick Griffin,No,x,No,x,,1991,sureailabs,x,x,15
Griffiths,Mitch,Mitch Griffiths,No,x,Yes,x,"realism, scene, portrait",,sureailabs,x,x,15
Grimmer,Jordan,Jordan Grimmer,No,x,,,-,,sureailabs,x,x,5
Gritchenko,Alexis,Alexis Gritchenko,No,x,,,-,1977,sureailabs,x,x,4
Grubaugh,Carson,Carson Grubaugh,No,x,,,,,sureailabs,x,x,10
Grünewald,Isaac,Isaac Grünewald,No,x,,,-,1946,sureailabs,x,x,4
Guangjian,Huang,Huang Guangjian,No,x,,,-,,sureailabs,x,x,5
Gustafson,Scott,Scott Gustafson,No,x,No,x,"storybook realism, whimsical, children's illustration, fantasy",,sureailabs,x,x,11
Häfner,Thomas,Thomas Häfner,No,x,,,-,1985,sureailabs,x,x,2
Haker,Matthias,Matthias Haker,No,x,,,,,proximasan,x,x,12
Hákonarson,Einar,Einar Hákonarson,No,x,,,-,,sureailabs,x,x,4
Hamiti,Bess,Bess Hamiti,No,x,No,x,"landscape, vibrant, magic realism",,sureailabs,x,x,12
Hammer,Victor,Victor Hammer,No,x,,,-,1967,sureailabs,x,x,4
Han,Yeong-Hao,Yeong-Hao Han,No,x,,x,-,,sureailabs,x,x,12
Hara,Tetsuo,Tetsuo Hara,No,x,,,-,,sureailabs,x,x,5
Harlamoff,Alexei,Alexei Harlamoff,No,x,,,-,1925,sureailabs,x,x,5
Hausner,Rudolf,Rudolf Hausner,No,x,,,-,1995,sureailabs,x,x,2
Hawker,Thomas,Thomas Hawker,No,x,,,,1722,sureailabs,x,x,13
Hawkins,Emery,Emery Hawkins,No,x,,,-,1989,sureailabs,x,x,6
Hawkinson,Tim,Tim Hawkinson,No,x,,,,,proximasan,x,x,17
Heath,Dave,Dave Heath,No,x,,,,2016,sureailabs,x,x,13
Heijermans,Hubertine,Hubertine Heijermans,No,x,,,-,,sureailabs,x,x,8
Helfer,Fay,Fay Helfer,No,x,,,,,sureailabs,x,x,14
Hem,Andrew,Andrew Hem,No,x,,,-,,sureailabs,x,x,6
Henrichon,Niko,Niko Henrichon,No,x,,,-,,sureailabs,x,x,7
Hersey,Edward,Edward Hersey,No,x,,,,,proximasan,x,x,17
Herzog,Werner,Werner Herzog,No,x,Yes,x,"film, personality",,sureailabs,x,x,3
Hescox,Richard,Richard Hescox,No,x,,,,,proximasan,x,x,17
Hesse,Eva,Eva Hesse,No,x,,,,1970,proximasan,x,x,17
Hester,Joy,Joy Hester,No,x,,,-,1960,sureailabs,x,x,4
Higgins,John,John Higgins,No,x,,,-,,KyrickYoung,x,x,1
Hill,Kevin,Kevin Hill,No,x,,,,,sureailabs,x,x,16
Hinterreiter,Hans,Hans Hinterreiter,No,x,,,-,1989,proximasan,x,x,10
Hirano,Kouta,Kouta Hirano,No,x,,,-,,sureailabs,x,x,8
Hobbema,Meindert,Meindert Hobbema,No,x,,,,1709,sureailabs,x,x,15
Hofer,Karl,Karl Hofer,No,x,,,-,1955,sureailabs,x,x,4
Hofhuizen,Willem,Willem Hofhuizen,No,x,,,-,1986,sureailabs,x,x,4
Hollósy,Simon,Simon Hollósy,No,x,,,-,1918,sureailabs,x,x,4
Hondius,Hendrik,Hendrik Hondius,No,x,,,,1650,sureailabs,x,x,16
Hong,Kuang,Kuang Hong,No,x,No,x,"fantasy, digital, dark",,sureailabs,x,x,6
Hongzhong,Gu,Gu Hongzhong,No,x,,,-,975,proximasan,x,x,12
Hoong,Tang Yau,Tang Yau Hoong,No,x,,,,,sureailabs,x,x,16
Hordiienko,Tatiana,Tatiana Hordiienko,No,x,,,-,,sureailabs,x,x,8
Howard,Ken,Ken Howard,No,x,,,,2016,proximasan,x,x,17
Hugo,Valentine,Valentine Hugo,No,x,,,-,1968,sureailabs,x,x,2
Huss,Judson,Judson Huss,No,x,No,x,-,2008,sureailabs,x,x,2
Hutty,Alfred Heber,Alfred Heber Hutty,No,x,,,,1954,sureailabs,x,x,13
Ida,Yukimasa,Yukimasa Ida,No,x,,,-,,sureailabs,x,x,11
Ingels,Graham,Graham Ingels,No,x,,,-,1991,sureailabs,x,x,6
Ingle,John Stuart,John Stuart Ingle,No,x,,,-,2010,sureailabs,x,x,11
Isak,Gabriel,Gabriel Isak,No,x,,,-,,sureailabs,x,x,10
Ishida,Tetsuya,Tetsuya Ishida,No,x,No,x,-,2005,sureailabs,x,x,2
Ishiguro,Ayako,Ayako Ishiguro,No,x,,,-,,proximasan,x,x,7
Jaakola,Alpo,Alpo Jaakola,No,x,,,-,1997,sureailabs,x,x,3
Jacovleff,Alexandre,Alexandre Jacovleff,No,x,,,-,1938,sureailabs,x,x,8
Jakuchū,Itō,Itō Jakuchū,No,x,,,,1800,sureailabs,x,x,13
Jaśnikowski,Jarosław,Jarosław Jaśnikowski,No,x,Yes,x,-,,sureailabs,x,x,2
Jasso,Jaime,Jaime Jasso,No,x,,,,,sureailabs,x,x,13
Jedruszek,Tomasz,Tomasz Jedruszek,No,x,,,-,,KyrickYoung,x,x,2
Jespers,Floris,Floris Jespers,No,x,,,-,1965,sureailabs,x,x,4
Jethani,Saurabh,Saurabh Jethani,No,x,,,,,sureailabs,x,x,13
Jodorowsky,Alejandro,Alejandro Jodorowsky,No,x,,,-,,sureailabs,x,x,2
Johansen,Einer,Einer Johansen,No,x,,,-,1965,sureailabs,x,x,4
Johnston,Miles,Miles Johnston,No,x,Yes,x,-,,sureailabs,x,x,6
Jones,Eddie,Eddie Jones,No,x,No,x,-,1999,sureailabs,x,x,4
Jones,J. G.,J. G. Jones,No,x,,,-,,sureailabs,x,x,4
Jones,Lois Mailou,Lois Mailou Jones,No,x,No,x,"colorful, vibrant, melanin",1998,sureailabs,x,x,12
Jonson,Sven,Sven Jonson,No,x,No,x,-,1981,sureailabs,x,x,10
Jung,Tom,Tom Jung,No,x,,,-,,sureailabs,x,x,3
Jungen,Brian,Brian Jungen,No,x,,,,,sureailabs,x,x,14
Kamoi,Rei,Rei Kamoi,No,x,,,-,1985,proximasan,x,x,12
Kanitz,Felix Philipp,Felix Philipp Kanitz,No,x,,,-,1904,sureailabs,x,x,6
Kanoldt,Alexander,Alexander Kanoldt,No,x,,,-,1939,sureailabs,x,x,11
Karimova,Elina,Elina Karimova,No,x,,,,,sureailabs,x,x,14
Katsura,Yuki,Yuki Katsura,No,x,,,-,1991,sureailabs,x,x,3
Katsuragawa,Hiroshi,Hiroshi Katsuragawa,No,x,,,-,2011,sureailabs,x,x,3
Kawacy,, Kawacy,No,x,Yes,x,-,,sureailabs,x,x,12
Keane,Bil,Bil Keane,No,x,,x,-,2011,sureailabs,x,x,12
Keane,Jeff,Jeff Keane,No,x,,x,-,,sureailabs,x,x,12
Keel,Carl Eugen,Carl Eugen Keel,No,x,,,-,1961,sureailabs,x,x,4
Keene,Lisa,Lisa Keene,No,x,No,x,"storybook realism,",,sureailabs,x,x,6
Kelly,Felix,Felix Kelly,No,x,No,x,-,1994,KyrickYoung,x,x,1
Kelly,Patrick,Patrick Kelly,No,x,,,-,1990,sureailabs,x,x,12
Kelsner,Alfred,Alfred Kelsner,No,x,No,x,-,,sureailabs,x,x,4
Kernn-Larsen,Rita,Rita Kernn-Larsen,No,x,,,-,1998,sureailabs,x,x,3
Kidner,Michael,Michael Kidner,No,x,,,,2009,sureailabs,x,x,13
Kieryluk,Igor,Igor Kieryluk,No,x,,,,,sureailabs,x,x,13
Kim,Sung,Sung Kim,No,x,,,,,sureailabs,x,x,16
Kimball,Ward,Ward Kimball,No,x,,,-,2002,sureailabs,x,x,6
King,Tom,Tom King,No,x,,,-,,sureailabs,x,x,9
Kingsley,Harry,Harry Kingsley,No,x,,,,1998,sureailabs,x,x,16
Kinkaid,Thomas C.,Thomas C. Kinkaid,No,x,,,-,1972,sureailabs,x,x,1
Kirkman,Robert,Robert Kirkman,No,x,Yes,x,"comics, dark",,sureailabs,x,x,9
Klinger,Max,Max Klinger,No,x,,,-,1920,sureailabs,x,x,3
Knutson,Greta,Greta Knutson,No,x,,,-,1983,sureailabs,x,x,3
Kochabua,Prateep,Prateep Kochabua,No,x,No,x,-,,sureailabs,x,x,6
Kochar,Yervand,Yervand Kochar,No,x,,,,1979,sureailabs,x,x,15
Koga,Harue,Harue Koga,No,x,No,x,-,1933,sureailabs,x,x,3
Koike,Takeshi,Takeshi Koike,No,x,,,-,,sureailabs,x,x,8
Koitsu,Tsuchiya,Tsuchiya Koitsu,No,x,,,,1949,sureailabs,x,x,15
Komarck,Michael,Michael Komarck,No,x,,,,,sureailabs,x,x,14
Komatsu,Miwa,Miwa Komatsu,No,x,,,,,sureailabs,x,x,14
Konchalovsky,Pyotr,Pyotr Konchalovsky,No,x,,,,1956,sureailabs,x,x,14
Kondo,Kazuhisa,Kazuhisa Kondo,No,x,,,-,,sureailabs,x,x,6
Kopinski,Karl,Karl Kopinski,No,x,No,x,-,,sureailabs,x,x,9
Koresh,Omri,Omri Koresh,No,x,Yes,x,"scene, dark, digital",,sureailabs,x,x,15
Korolev,Oleg,Oleg Korolev,No,x,,,-,,sureailabs,x,x,3
Kotarbiński,Wilhelm,Wilhelm Kotarbiński,No,x,,,-,1921,proximasan,x,x,11
Kotin,Albert,Albert Kotin,No,x,,,-,1980,sureailabs,x,x,4
Kōzan,Makuzu,Makuzu Kōzan,No,x,,,-,1916,sureailabs,x,x,7
Krenkel,Roy,Roy Krenkel,No,x,,,-,1983,sureailabs,x,x,6
Kruyder,Herman,Herman Kruyder,No,x,,,-,1935,sureailabs,x,x,4
Kuindzhi,Arkhyp,Arkhyp Kuindzhi,No,x,,,-,1910,sureailabs,x,x,7
Kuksi,Kris,Kris Kuksi,No,x,,,-,,sureailabs,x,x,6
Kutsche ,Michael ,Michael Kutsche ,No,x,Yes,x,"character, fantasy, dark",,sureailabs,x,x,13
Labisse,Félix,Félix Labisse,No,x,,,-,1982,sureailabs,x,x,4
LaBrooy,Chris,Chris LaBrooy,No,x,,,-,,sureailabs,x,x,5
Ladrönn,José,José Ladrönn,No,x,,,,,sureailabs,x,x,13
Lady Gaga,, Lady Gaga,No,x,,,-,,sureailabs,x,x,1
Laloux,René,René Laloux,No,x,,,-,2004,sureailabs,x,x,4
Laubser,Maggie,Maggie Laubser,No,x,,,-,1973,sureailabs,x,x,4
Le,John,John Le,No,x,,,-,,sureailabs,x,x,7
Leblanc,André,André Leblanc,No,x,,,-,1998,sureailabs,x,x,6
Lebrun,Rico,Rico Lebrun,No,x,,,-,1964,sureailabs,x,x,4
Ledesma,Clara,Clara Ledesma,No,x,,,-,1999,sureailabs,x,x,3
Ledroit,Olivier,Olivier Ledroit,No,x,,,,,sureailabs,x,x,14
Lee,Joong Keun,Joong Keun Lee,No,x,,,-,,sureailabs,x,x,7
Lee,Stan,Stan Lee,No,x,,,-,2018,sureailabs,x,x,7
Lefèbvre,Claude,Claude Lefèbvre,No,x,No,x,"baroque, portrait",1675,sureailabs,x,x,12
Lefevre,Vincent,Vincent Lefevre,No,x,,,-,,sureailabs,x,x,8
Lefler,Franz,Franz Lefler,No,x,,,-,1898,sureailabs,x,x,4
Lefou,Auguste,Auguste Lefou,No,x,,,,,sureailabs,x,x,14
Lehmbruck,Wilhelm,Wilhelm Lehmbruck,No,x,,,-,1919,sureailabs,x,x,4
Lemmen,Georges,Georges Lemmen,No,x,,,,1916,sureailabs,x,x,14
Lemmer,Alayna,Alayna Lemmer,No,x,,,,,proximasan,x,x,17
Leroy,Eugene,Eugene Leroy,No,x,,,,2000,sureailabs,x,x,15
Lettl,Wolfgang,Wolfgang Lettl,No,x,,,,2008,sureailabs,x,x,15
Levine,Jack,Jack Levine,No,x,,,-,2010,sureailabs,x,x,4
Lewandowski,Mariusz,Mariusz Lewandowski,No,x,Yes,x,"fantasy, surrealism, dark",2022,proximasan,x,x,17
Liberto,John,John Liberto,No,x,,,-,,proximasan,x,x,5
Lieske,Daniel,Daniel Lieske,No,x,,,,,sureailabs,x,x,16
Limon,Jason,Jason Limon,No,x,,,-,,sureailabs,x,x,6
Lockwood,Todd,Todd Lockwood,No,x,,,-,,sureailabs,x,x,4
Logsdail,William,William Logsdail,No,x,,,-,1944,sureailabs,x,x,6
Lohse-Wächtler,Elfriede,Elfriede Lohse-Wächtler,No,x,,,-,1940,sureailabs,x,x,4
Loish,, Loish,No,x,,,,,sureailabs,x,x,14
Loughridge,Lee,Lee Loughridge,No,x,,,,,proximasan,x,x,17
Lovag,Antti,Antti Lovag,No,x,,,-,2014,proximasan,x,x,6
Luttichuys,Simon,Simon Luttichuys,No,x,Yes,x,"still life, renaissance",1661,proximasan,x,x,17
MacFarlane,Seth,Seth MacFarlane,No,x,,,-,,sureailabs,x,x,11
Maeda,Mahiro,Mahiro Maeda,No,x,,,-,,sureailabs,x,x,10
Mägi,Konrad,Konrad Mägi,No,x,,,-,1925,sureailabs,x,x,4
Magnaldo,Alastair,Alastair Magnaldo,No,x,,,,,sureailabs,x,x,13
Magnelli,Alberto,Alberto Magnelli,No,x,,,,1971,sureailabs,x,x,13
Maguire,Robert,Robert Maguire,No,x,No,x,"scene, portrait",2015,sureailabs,x,x,13
Malfatti,Anita,Anita Malfatti,No,x,,,-,1964,sureailabs,x,x,4
Malkin,David,David Malkin,No,x,,,-,2002,sureailabs,x,x,10
Mallo,Maruja,Maruja Mallo,No,x,,,-,1995,sureailabs,x,x,4
Mambour,Auguste,Auguste Mambour,No,x,,,-,1968,sureailabs,x,x,4
Manabe,Johji,Johji Manabe,No,x,,,-,,sureailabs,x,x,6
Manini,Jack,Jack Manini,No,x,,,-,,sureailabs,x,x,8
Manookian,Arman,Arman Manookian,No,x,,,-,1931,proximasan,x,x,1
Mansour,Sliman,Sliman Mansour,No,x,,,-,,sureailabs,x,x,3
Marcela-Froideval,François,François Marcela-Froideval,No,x,,,-,,sureailabs,x,x,10
Marchetti,Lou,Lou Marchetti,No,x,,,,1992,sureailabs,x,x,13
Martchenko,Michael,Michael Martchenko,No,x,,,-,,sureailabs,x,x,3
Maruo,Suehiro,Suehiro Maruo,No,x,,,,,sureailabs,x,x,12
Masaharu,Takasaki,Takasaki Masaharu,No,x,,,-,,proximasan,x,x,6
Masons,Keos,Keos Masons,No,x,,,-,,sureailabs,x,x,7
Matsui,Fuyuko,Fuyuko Matsui,No,x,,,,,sureailabs,x,x,14
Maurer,Alfred Henry,Alfred Henry Maurer,No,x,,,-,1932,sureailabs,x,x,4
Maya,Rubén,Rubén Maya,No,x,,,-,,proximasan,x,x,5
Mayle,Sam,Sam Mayle,No,x,,,-,,sureailabs,x,x,6
McAllister,Cristina,Cristina McAllister,No,x,,,,,sureailabs,x,x,14
McCoy,Jon,Jon McCoy,No,x,,,-,,sureailabs,x,x,6
McGuinness,Norah,Norah McGuinness,No,x,,,,1980,sureailabs,x,x,15
McGuinness,Tom,Tom McGuinness,No,x,,,,2006,sureailabs,x,x,15
Mckadesinsanity,, Mckadesinsanity,No,x,,,,,sureailabs,x,x,16
McKinnon,Seb,Seb McKinnon,No,x,,,-,,sureailabs,x,x,4
Medková,Emila,Emila Medková,No,x,,,-,1985,sureailabs,x,x,4
Mehoffer,Józef,Józef Mehoffer,No,x,,,-,1946,sureailabs,x,x,7
Meidner,Ludwig,Ludwig Meidner,No,x,,,-,1966,sureailabs,x,x,4
Melan,Claude,Claude Melan,No,x,,,-,1688,sureailabs,x,x,6
Meller,Vadim,Vadim Meller,No,x,,,-,1962,sureailabs,x,x,4
Miller,Lee,Lee Miller,No,x,,,-,1977,sureailabs,x,x,4
Miller,Ron,Ron Miller,No,x,,,-,,sureailabs,x,x,4
Minguez,Victor Adame,Victor Adame Minguez,No,x,Yes,x,"fantasy, character, digital",,KyrickYoung,x,x,2
Mintchine,Abraham,Abraham Mintchine,No,x,,,-,1931,sureailabs,x,x,3
Molin,Benoît-Hermogaste,Benoît-Hermogaste Molin,No,x,No,x,,1894,proximasan,x,x,17
Moline,Robin,Robin Moline,No,x,,,-,,sureailabs,x,x,3
Molloy,Matt,Matt Molloy,No,x,,,,,proximasan,x,x,17
Moonan,John,John Moonan,No,x,,,-,,proximasan,x,x,10
Moore,Marcel,Marcel Moore,No,x,,,-,1972,sureailabs,x,x,4
Morimoto,Kōji,Kōji Morimoto,No,x,,,-,,sureailabs,x,x,6
Morsi,Ahmed,Ahmed Morsi,No,x,,,-,,sureailabs,x,x,4
Mosquera,Victor,Victor Mosquera,No,x,,,-,,sureailabs,x,x,5
Mr. Doodle,, Mr. Doodle,No,x,,,-,,sureailabs,x,x,2
Mueller,Otto,Otto Mueller,No,x,,,-,1930,sureailabs,x,x,4
Müller,Otto,Otto Müller,No,x,,,-,1979,sureailabs,x,x,4
Munsch,Robert,Robert Munsch,No,x,,,-,,sureailabs,x,x,3
Musashi,Miyamoto,Miyamoto Musashi,No,x,,,-,1645,proximasan,x,x,9
Musgrove,Scott,Scott Musgrove,No,x,,,-,,sureailabs,x,x,6
Myers,Ed,Ed Myers,No,x,,,"surrealism,",,proximasan,x,x,12
Nagualero,Ric,Ric Nagualero,No,x,No,x,,,sureailabs,x,x,12
Nakai,Tsubasa,Tsubasa Nakai,No,x,,,-,,proximasan,x,x,10
Nakian,Reuben,Reuben Nakian,No,x,,,-,1986,KyrickYoung,x,x,2
Nash,John,John Nash,No,x,,,-,2015,sureailabs,x,x,11
Nesch,Rolf,Rolf Nesch,No,x,,,-,1975,sureailabs,x,x,4
Nielsen,Terese,Terese Nielsen,No,x,,,-,,sureailabs,x,x,4
Nightow,Yasuhiro,Yasuhiro Nightow,No,x,,,-,,sureailabs,x,x,7
